Id,Label
1143,9
1144,0
1145,2
1146,8
1147,7
1148,5
1149,5
1150,8
1151,8
1152,8
1153,4
1154,1
1155,5
1156,2
1157,2
1158,9
1159,3
1160,5
1161,5
1162,1
1163,0
1164,6
1165,3
1166,1
1167,3
1168,1
1169,3
1170,9
1171,5
1172,4
1173,2
1174,7
1175,6
1176,3
1177,3
1178,9
1179,2
1180,4
1181,3
1182,2
1183,5
1184,4
1185,8
1186,3
1187,0
1188,2
1189,6
1190,9
1191,0
1192,3
1193,9
1194,9
1195,9
1196,1
1197,2
1198,2
1199,5
1200,7
1201,2
1202,2
1203,4
1204,8
1205,6
1206,5
1207,3
1208,2
1209,2
1210,2
1211,6
1212,2
1213,6
1214,2
1215,8
1216,5
1217,0
1218,2
1219,1
1220,9
1221,2
1222,5
1223,5
1224,1
1225,6
1226,5
1227,6
1228,7
1229,9
1230,2
1231,5
1232,3
1233,0
1234,0
1235,6
1236,6
1237,1
1238,1
1239,6
1240,0
1241,1
1242,0
1243,8
1244,6
1245,4
1246,0
1247,8
1248,9
1249,8
1250,3
1251,3
1252,8
1253,0
1254,0
1255,2
1256,0
1257,8
1258,0
1259,7
1260,9
1261,4
1262,2
1263,2
1264,3
1265,1
1266,2
1267,2
1268,7
1269,6
1270,8
1271,7
1272,5
1273,0
1274,0
1275,2
1276,4
1277,3
1278,3
1279,7
1280,2
1281,9
1282,2
1283,1
1284,7
1285,6
1286,6
1287,8
1288,2
1289,8
1290,3
1291,8
1292,0
1293,9
1294,0
1295,8
1296,4
1297,1
1298,1
1299,4
1300,1
1301,8
1302,9
1303,3
1304,9
1305,3
1306,3
1307,6
1308,3
1309,2
1310,6
1311,6
1312,8
1313,6
1314,8
1315,2
1316,3
1317,6
1318,8
1319,1
1320,2
1321,3
1322,4
1323,3
1324,1
1325,1
1326,4
1327,4
1328,1
1329,6
1330,1
1331,2
1332,3
1333,8
1334,2
1335,3
1336,8
1337,6
1338,9
1339,0
1340,7
1341,1
1342,0
1343,1
1344,8
1345,3
1346,3
1347,4
1348,2
1349,0
1350,4
1351,2
1352,4
1353,9
1354,4
1355,0
1356,9
1357,7
1358,1
1359,8
1360,6
1361,5
1362,9
1363,3
1364,3
1365,2
1366,4
1367,5
1368,4
1369,4
1370,2
1371,7
1372,2
1373,1
1374,2
1375,3
1376,6
1377,2
1378,8
1379,1
1380,2
1381,3
1382,8
1383,6
1384,2
1385,6
1386,7
1387,4
1388,3
1389,3
1390,3
1391,7
1392,3
1393,5
1394,3
1395,2
1396,4
1397,2
1398,2
1399,4
1400,7
1401,8
1402,6
1403,0
1404,8
1405,2
1406,6
1407,0
1408,6
1409,5
1410,4
1411,1
1412,6
1413,7
1414,2
1415,2
1416,2
1417,5
1418,1
1419,9
1420,3
1421,3
1422,4
1423,8
1424,2
1425,5
1426,6
1427,2
1428,6
1429,8
1430,9
1431,3
1432,2
1433,5
1434,8
1435,7
1436,2
1437,1
1438,7
1439,2
1440,8
1441,5
1442,9
1443,6
1444,5
1445,9
1446,7
1447,5
1448,8
1449,7
1450,3
1451,4
1452,1
1453,3
1454,3
1455,1
1456,3
1457,2
1458,4
1459,5
1460,4
1461,9
1462,6
1463,7
1464,9
1465,9
1466,1
1467,6
1468,4
1469,6
1470,2
1471,2
1472,9
1473,5
1474,3
1475,6
1476,5
1477,7
1478,6
1479,1
1480,6
1481,9
1482,6
1483,6
1484,7
1485,7
1486,6
1487,0
1488,1
1489,8
1490,0
1491,6
1492,8
1493,8
1494,9
1495,9
1496,8
1497,2
1498,7
1499,4
1500,1
1501,1
1502,3
1503,1
1504,2
1505,9
1506,1
1507,4
1508,9
1509,4
1510,6
1511,7
1512,4
1513,8
1514,0
1515,8
1516,1
1517,1
1518,9
1519,3
1520,5
1521,7
1522,4
1523,0
1524,6
1525,0
1526,9
1527,5
1528,0
1529,7
1530,6
1531,0
1532,9
1533,4
1534,3
1535,1
1536,0
1537,0
1538,5
1539,7
1540,6
1541,6
1542,5
1543,4
1544,2
1545,4
1546,2
1547,4
1548,2
1549,3
1550,6
1551,3
1552,8
1553,9
1554,4
1555,9
1556,8
1557,2
1558,2
1559,8
1560,4
1561,4
1562,4
1563,1
1564,0
1565,8
1566,0
1567,3
1568,4
1569,4
1570,6
1571,2
1572,9
1573,4
1574,8
1575,7
1576,4
1577,1
1578,3
1579,8
1580,9
1581,0
1582,7
1583,8
1584,2
1585,4
1586,9
1587,9
1588,3
1589,0
1590,4
1591,1
1592,4
1593,8
1594,3
1595,6
1596,0
1597,0
1598,1
1599,4
1600,8
1601,3
1602,2
1603,5
1604,0
1605,4
1606,5
1607,0
1608,2
1609,1
1610,3
1611,2
1612,2
1613,1
1614,1
1615,6
1616,7
1617,5
1618,3
1619,0
1620,3
1621,7
1622,9
1623,8
1624,1
1625,4
1626,8
1627,1
1628,3
1629,3
1630,4
1631,6
1632,6
1633,9
1634,7
1635,8
1636,2
1637,5
1638,6
1639,5
1640,9
1641,8
1642,9
1643,4
1644,6
1645,3
1646,0
1647,2
1648,9
1649,3
1650,2
1651,2
1652,6
1653,0
1654,2
1655,0
1656,2
1657,4
1658,2
1659,8
1660,9
1661,3
1662,2
1663,1
1664,2
1665,6
1666,5
1667,8
1668,0
1669,6
1670,7
1671,3
1672,1
1673,0
1674,5
1675,8
1676,1
1677,9
1678,3
1679,3
1680,8
1681,9
1682,5
1683,0
1684,7
1685,4
1686,4
1687,3
1688,5
1689,9
1690,9
1691,1
1692,6
1693,1
1694,3
1695,6
1696,9
1697,3
1698,2
1699,1
1700,0
1701,8
1702,6
1703,6
1704,9
1705,2
1706,3
1707,7
1708,8
1709,9
1710,2
1711,9
1712,2
1713,2
1714,5
1715,4
1716,4
1717,6
1718,8
1719,2
1720,7
1721,3
1722,5
1723,2
1724,1
1725,7
1726,9
1727,9
1728,1
1729,8
1730,8
1731,0
1732,0
1733,2
1734,8
1735,2
1736,9
1737,1
1738,2
1739,1
1740,3
1741,7
1742,4
1743,7
1744,3
1745,5
1746,4
1747,6
1748,1
1749,6
1750,0
1751,4
1752,4
1753,1
1754,4
1755,0
1756,2
1757,8
1758,5
1759,0
1760,4
1761,1
1762,1
1763,8
1764,5
1765,6
1766,7
1767,3
1768,4
1769,2
1770,6
1771,4
1772,2
1773,6
1774,0
1775,0
1776,2
1777,6
1778,7
1779,8
1780,2
1781,5
1782,3
1783,0
1784,3
1785,3
1786,7
1787,9
1788,3
1789,0
1790,0
1791,0
1792,8
1793,8
1794,7
1795,2
1796,9
1797,4
1798,4
1799,6
1800,2
1801,6
1802,4
1803,3
1804,4
1805,9
1806,8
1807,1
1808,9
1809,8
1810,9
1811,2
1812,6
1813,2
1814,5
1815,4
1816,6
1817,1
1818,1
1819,5
1820,7
1821,1
1822,4
1823,5
1824,1
1825,1
1826,3
1827,1
1828,1
1829,5
1830,5
1831,6
1832,5
1833,2
1834,7
1835,7
1836,4
1837,3
1838,4
1839,0
1840,4
1841,8
1842,9
1843,0
1844,3
1845,8
1846,4
1847,3
1848,1
1849,2
1850,4
1851,2
1852,0
1853,4
1854,2
1855,3
1856,6
1857,8
1858,9
1859,6
1860,0
1861,6
1862,6
1863,7
1864,6
1865,6
1866,3
1867,5
1868,4
1869,5
1870,1
1871,8
1872,1
1873,5
1874,1
1875,7
1876,2
1877,4
1878,8
1879,8
1880,0
1881,4
1882,7
1883,1
1884,6
1885,0
1886,0
1887,3
1888,8
1889,2
1890,1
1891,1
1892,1
1893,4
1894,3
1895,2
1896,6
1897,1
1898,2
1899,9
1900,6
1901,5
1902,1
1903,6
1904,6
1905,1
1906,2
1907,1
1908,0
1909,8
1910,1
1911,2
1912,1
1913,1
1914,9
1915,0
1916,2
1917,1
1918,7
1919,0
1920,9
1921,3
1922,0
1923,1
1924,6
1925,5
1926,3
1927,9
1928,8
1929,3
1930,6
1931,2
1932,9
1933,9
1934,7
1935,9
1936,8
1937,3
1938,1
1939,8
1940,8
1941,2
1942,6
1943,2
1944,1
1945,2
1946,1
1947,6
1948,7
1949,6
1950,8
1951,1
1952,4
1953,0
1954,5
1955,9
1956,8
1957,7
1958,9
1959,2
1960,0
1961,6
1962,9
1963,8
1964,9
1965,1
1966,9
1967,9
1968,3
1969,5
1970,7
1971,0
1972,7
1973,9
1974,5
1975,2
1976,4
1977,2
1978,3
1979,0
1980,9
1981,9
1982,0
1983,1
1984,3
1985,1
1986,5
1987,3
1988,7
1989,2
1990,2
1991,0
1992,6
1993,8
1994,0
1995,2
1996,3
1997,2
1998,2
1999,2
2000,6
2001,7
2002,9
2003,6
2004,1
2005,4
2006,5
2007,6
2008,1
2009,9
2010,7
2011,4
2012,2
2013,0
2014,3
2015,6
2016,6
2017,0
2018,0
2019,5
2020,7
2021,8
2022,8
2023,3
2024,8
2025,3
2026,5
2027,6
2028,1
2029,5
2030,8
2031,8
2032,6
2033,7
2034,4
2035,1
2036,3
2037,3
2038,8
2039,3
2040,4
2041,2
2042,2
2043,1
2044,7
2045,0
2046,3
2047,4
2048,9
2049,0
2050,0
2051,4
2052,1
2053,3
2054,8
2055,6
2056,5
2057,2
2058,8
2059,1
2060,7
2061,2
2062,8
2063,4
2064,0
2065,6
2066,3
2067,2
2068,2
2069,7
2070,2
2071,3
2072,3
2073,1
2074,0
2075,2
2076,4
2077,7
2078,6
2079,4
2080,4
2081,9
2082,8
2083,3
2084,2
2085,7
2086,5
2087,9
2088,8
2089,6
2090,5
2091,8
2092,6
2093,7
2094,0
2095,7
2096,1
2097,2
2098,5
2099,0
2100,6
2101,5
2102,4
2103,8
2104,0
2105,3
2106,6
2107,5
2108,6
2109,2
2110,8
2111,6
2112,6
2113,2
2114,5
2115,7
2116,3
2117,0
2118,0
2119,8
2120,3
2121,8
2122,0
2123,6
2124,0
2125,8
2126,5
2127,2
2128,4
2129,9
2130,3
2131,2
2132,2
2133,6
2134,2
2135,6
2136,6
2137,2
2138,7
2139,1
2140,1
2141,9
2142,8
2143,1
2144,3
2145,3
2146,7
2147,8
2148,7
2149,1
2150,5
2151,0
2152,4
2153,1
2154,0
2155,2
2156,3
2157,8
2158,6
2159,1
2160,8
2161,5
2162,0
2163,5
2164,1
2165,3
2166,8
2167,2
2168,4
2169,5
2170,8
2171,0
2172,7
2173,4
2174,4
2175,5
2176,8
2177,5
2178,8
2179,8
2180,4
2181,7
2182,6
2183,6
2184,6
2185,0
2186,3
2187,8
2188,3
2189,1
2190,6
2191,0
2192,5
2193,4
2194,6
2195,1
2196,2
2197,9
2198,3
2199,8
2200,8
2201,0
2202,9
2203,0
2204,4
2205,8
2206,5
2207,3
2208,2
2209,4
2210,7
2211,9
2212,3
2213,8
2214,2
2215,1
2216,4
2217,7
2218,6
2219,9
2220,8
2221,2
2222,5
2223,9
2224,3
2225,6
2226,2
2227,9
2228,2
2229,3
2230,4
2231,1
2232,4
2233,7
2234,6
2235,0
2236,9
2237,9
2238,8
2239,7
2240,7
2241,1
2242,9
2243,6
2244,0
2245,2
2246,4
2247,2
2248,0
2249,2
2250,5
2251,5
2252,3
2253,6
2254,4
2255,8
2256,3
2257,5
2258,9
2259,4
2260,0
2261,0
2262,8
2263,9
2264,3
2265,2
2266,0
2267,2
2268,4
2269,9
2270,8
2271,6
2272,3
2273,6
2274,1
2275,8
2276,6
2277,1
2278,2
2279,9
2280,4
2281,4
2282,1
2283,2
2284,3
2285,7
2286,2
2287,6
2288,2
2289,0
2290,9
2291,9
2292,1
2293,4
2294,2
2295,0
2296,4
2297,1
2298,3
2299,6
2300,4
2301,8
2302,8
2303,2
2304,5
2305,8
2306,3
2307,3
2308,9
2309,2
2310,6
2311,2
2312,0
2313,2
2314,0
2315,2
2316,2
2317,7
2318,6
2319,8
2320,6
2321,6
2322,8
2323,1
2324,6
2325,5
2326,5
2327,1
2328,8
2329,3
2330,7
2331,6
2332,3
2333,3
2334,4
2335,2
2336,8
2337,2
2338,5
2339,6
2340,2
2341,0
2342,2
2343,5
2344,8
2345,6
2346,7
2347,0
2348,3
2349,0
2350,8
2351,6
2352,2
2353,0
2354,3
2355,1
2356,0
2357,6
2358,3
2359,5
2360,8
2361,4
2362,1
2363,4
2364,1
2365,4
2366,1
2367,5
2368,5
2369,0
2370,2
2371,3
2372,5
2373,6
2374,0
2375,2
2376,7
2377,6
2378,3
2379,3
2380,1
2381,8
2382,4
2383,7
2384,3
2385,5
2386,7
2387,8
2388,5
2389,6
2390,9
2391,1
2392,6
2393,9
2394,2
2395,0
2396,4
2397,1
2398,8
2399,2
2400,2
2401,6
2402,4
2403,0
2404,2
2405,6
2406,4
2407,0
2408,0
2409,3
2410,0
2411,8
2412,8
2413,5
2414,0
2415,7
2416,0
2417,1
2418,8
2419,2
2420,1
2421,3
2422,8
2423,5
2424,6
2425,5
2426,2
2427,4
2428,5
2429,4
2430,8
2431,5
2432,9
2433,0
2434,2
2435,3
2436,8
2437,4
2438,4
2439,1
2440,2
2441,6
2442,9
2443,9
2444,6
2445,6
2446,9
2447,0
2448,2
2449,0
2450,3
2451,5
2452,9
2453,7
2454,6
2455,3
2456,0
2457,5
2458,2
2459,5
2460,0
2461,4
2462,6
2463,0
2464,9
2465,4
2466,9
2467,8
2468,9
2469,9
2470,1
2471,8
2472,9
2473,3
2474,2
2475,4
2476,3
2477,2
2478,2
2479,4
2480,3
2481,3
2482,0
2483,0
2484,8
2485,4
2486,4
2487,2
2488,3
2489,4
2490,4
2491,2
2492,7
2493,7
2494,0
2495,1
2496,8
2497,3
2498,0
2499,2
2500,5
2501,8
2502,7
2503,7
2504,0
2505,2
2506,2
2507,1
2508,2
2509,7
2510,8
2511,8
2512,3
2513,6
2514,7
2515,3
2516,0
2517,0
2518,9
2519,7
2520,5
2521,2
2522,5
2523,6
2524,9
2525,2
2526,9
2527,0
2528,1
2529,3
2530,5
2531,0
2532,9
2533,7
2534,8
2535,4
2536,5
2537,2
2538,1
2539,4
2540,9
2541,4
2542,2
2543,1
2544,1
2545,5
2546,4
2547,9
2548,9
2549,4
2550,9
2551,0
2552,8
2553,5
2554,7
2555,7
2556,7
2557,3
2558,7
2559,2
2560,4
2561,6
2562,2
2563,4
2564,8
2565,8
2566,3
2567,2
2568,2
2569,3
2570,7
2571,1
2572,6
2573,2
2574,1
2575,1
2576,6
2577,9
2578,9
2579,2
2580,1
2581,5
2582,1
2583,3
2584,2
2585,1
2586,7
2587,8
2588,6
2589,1
2590,3
2591,6
2592,6
2593,4
2594,4
2595,2
2596,0
2597,2
2598,6
2599,0
2600,5
2601,9
2602,7
2603,3
2604,3
2605,2
2606,5
2607,4
2608,0
2609,2
2610,4
2611,6
2612,2
2613,3
2614,9
2615,3
2616,2
2617,0
2618,6
2619,1
2620,1
2621,0
2622,3
2623,1
2624,0
2625,1
2626,0
2627,6
2628,1
2629,7
2630,2
2631,5
2632,6
2633,2
2634,4
2635,0
2636,8
2637,4
2638,2
2639,7
2640,5
2641,0
2642,0
2643,5
2644,6
2645,5
2646,2
2647,1
2648,9
2649,6
2650,3
2651,5
2652,3
2653,7
2654,3
2655,6
2656,7
2657,5
2658,4
2659,6
2660,7
2661,5
2662,5
2663,1
2664,9
2665,2
2666,3
2667,8
2668,8
2669,3
2670,7
2671,4
2672,5
2673,7
2674,4
2675,5
2676,8
2677,4
2678,8
2679,0
2680,4
2681,7
2682,0
2683,0
2684,6
2685,1
2686,1
2687,9
2688,3
2689,6
2690,1
2691,8
2692,2
2693,1
2694,3
2695,8
2696,6
2697,2
2698,1
2699,2
2700,4
2701,2
2702,2
2703,7
2704,3
2705,0
2706,8
2707,0
2708,1
2709,6
2710,6
2711,4
2712,7
2713,1
2714,8
2715,7
2716,8
2717,7
2718,4
2719,7
2720,4
2721,2
2722,3
2723,8
2724,3
2725,4
2726,2
2727,2
2728,3
2729,6
2730,0
2731,7
2732,7
2733,1
2734,9
2735,7
2736,1
2737,3
2738,2
2739,4
2740,8
2741,6
2742,6
2743,1
2744,2
2745,7
2746,7
2747,5
2748,3
2749,0
2750,7
2751,3
2752,0
2753,0
2754,8
2755,4
2756,4
2757,0
2758,9
2759,2
2760,9
2761,3
2762,0
2763,0
2764,5
2765,9
2766,7
2767,0
2768,9
2769,6
2770,8
2771,3
2772,6
2773,2
2774,3
2775,1
2776,4
2777,6
2778,4
2779,5
2780,1
2781,6
2782,0
2783,1
2784,4
2785,9
2786,3
2787,7
2788,1
2789,4
2790,2
2791,3
2792,7
2793,0
2794,6
2795,1
2796,1
2797,7
2798,7
2799,4
2800,8
2801,3
2802,9
2803,3
2804,2
2805,7
2806,5
2807,1
2808,7
2809,5
2810,2
2811,3
2812,1
2813,9
2814,6
2815,9
2816,6
2817,1
2818,2
2819,6
2820,1
2821,3
2822,6
2823,1
2824,6
2825,2
2826,4
2827,3
2828,7
2829,3
2830,1
2831,6
2832,1
2833,5
2834,8
2835,4
2836,9
2837,1
2838,8
2839,2
2840,2
2841,0
2842,8
2843,4
2844,1
2845,4
2846,3
2847,6
2848,1
2849,0
2850,1
2851,7
2852,8
2853,4
2854,8
2855,9
2856,8
2857,7
2858,4
2859,9
2860,6
2861,7
2862,3
2863,3
2864,8
2865,4
2866,7
2867,8
2868,4
2869,4
2870,3
2871,5
2872,2
2873,0
2874,1
2875,5
2876,8
2877,1
2878,4
2879,8
2880,2
2881,7
2882,2
2883,8
2884,6
2885,3
2886,6
2887,7
2888,1
2889,0
2890,1
2891,4
2892,7
2893,8
2894,1
2895,8
2896,8
2897,1
2898,8
2899,4
2900,1
2901,6
2902,4
2903,4
2904,7
2905,3
2906,8
2907,5
2908,9
2909,8
2910,9
2911,0
2912,0
2913,0
2914,3
2915,2
2916,1
2917,5
2918,8
2919,4
2920,9
2921,6
2922,2
2923,0
2924,7
2925,0
2926,8
2927,3
2928,4
2929,3
2930,9
2931,7
2932,4
2933,2
2934,1
2935,6
2936,1
2937,7
2938,6
2939,0
2940,6
2941,2
2942,1
2943,7
2944,0
2945,7
2946,2
2947,4
2948,7
2949,1
2950,8
2951,3
2952,5
2953,2
2954,3
2955,8
2956,2
2957,0
2958,6
2959,4
2960,6
2961,3
2962,9
2963,2
2964,4
2965,7
2966,9
2967,7
2968,4
2969,7
2970,2
2971,3
2972,3
2973,6
2974,9
2975,6
2976,2
2977,7
2978,2
2979,1
2980,8
2981,6
2982,4
2983,7
2984,0
2985,1
2986,2
2987,8
2988,6
2989,1
2990,2
2991,2
2992,3
2993,0
2994,2
2995,0
2996,6
